	Dataset	dataset_name	chip_id	replicate_group_id	organism	sample_type	generic_sample_type	final_cell_type	parental_cell_type	sex	labelling	name	description	number of samples	sample types	platform	project	species	Detection threshold	Platform_Category	Platform_Colour	Platform_Symbol	display_metadata	tier1	tier2	tier3	facs_profile	celltype	sample_description	tissue_organism_part	Hover
GSM2717667;6530	6530.0	DeJong	GSM2717667	Preterm_S. epidermidis_Monocytes ¬†female 1600g	Homo sapiens	preterm +Sepidermidis	CL:0000576		monocyte	female		DeJong	Escherichia coli and Staphylococcus epidermidis are predominant causes of neonatal sepsis, particularly affecting preterm infants. Susceptibility to infection has been attributed to ‚Äúimmature‚Äù innate monocyte defences, but no studies have assessed global transcriptional responses of neonatal monocytes to these pathogens. Here, we aimed to identify and characterise the neonatal monocyte transcriptional responses to E. coli and S. epidermidis and the role of common modifiers such as gestational age (GA) and exposure to chorioamnionitis (a common complication of preterm birth) to better understand early life innate immune responses. RNA-sequencing was performed on purified cord blood monocytes from very preterm (< 32 weeks GA) and term infants (37‚Äì40 weeks GA) following standardised challenge with live S. epidermidis or E. coli. The major transcriptional changes induced by either pathogen were highly conserved between infant groups and stimuli, highlighting a common extant neonatal monocyte response to infection, largely mediated by TLR/NF-Œ∫B/TREM-1 signalling. In addition, we observed an activated interferon-centred immune response specific to stimulation with E. coli in both preterm and term infants. These data provide novel insights into the functionality of neonatal monocytes at birth and highlight potential pathways that could be targeted to reduce the harmful effects of bacterial-induced inflammation in sepsis. E. coli and S. epidermidis elicit common transcriptional changes in cord monocytes. The common transcriptional response is mediated by TLR/NF-Œ∫B/TREM-1 signalling. IFN genes are differentially regulated by E. coli and S. epidermidis in monocytes. These responses are largely unaffected by GA or exposure to chorioamnionitis. Abstract from J Mol Med (Berl). 2018 Feb;96(2):147-157. doi: 10.1007/s00109-017-1609-2. [Curator's note: Please note that two separate Stemformatics datasets (6412, 6530) are associated with the relevant publication.]	43.0	preterm, term, preterm +Ecoli, term +Ecoli, preterm +Sepidermidis, term +Sepidermidis	RNASeq (Illumina HiSeq 2000 RNASeq hg19 Gene)		Homo sapiens	0.2	RNASeq	rgb(0,146,146)	cross	Monocyte CD14+ S. epidermidis 2h neonatal	ex vivo	myeloid	monocyte	CD14+	monocyte	S. epidermidis for 2 hours	cord blood	6530<br>DeJong<br>Monocyte CD14+ S. epidermidis 2h neonatal<br>CD14+<br>RNASeq (Illumina HiSeq 2000 RNASeq hg19 Gene)
GSM2717668;6530	6530.0	DeJong	GSM2717668	Preterm _Unstimulated_Monocytes ¬†female 1600g	Homo sapiens	preterm	CL:0000576		monocyte	female		DeJong	Escherichia coli and Staphylococcus epidermidis are predominant causes of neonatal sepsis, particularly affecting preterm infants. Susceptibility to infection has been attributed to ‚Äúimmature‚Äù innate monocyte defences, but no studies have assessed global transcriptional responses of neonatal monocytes to these pathogens. Here, we aimed to identify and characterise the neonatal monocyte transcriptional responses to E. coli and S. epidermidis and the role of common modifiers such as gestational age (GA) and exposure to chorioamnionitis (a common complication of preterm birth) to better understand early life innate immune responses. RNA-sequencing was performed on purified cord blood monocytes from very preterm (< 32 weeks GA) and term infants (37‚Äì40 weeks GA) following standardised challenge with live S. epidermidis or E. coli. The major transcriptional changes induced by either pathogen were highly conserved between infant groups and stimuli, highlighting a common extant neonatal monocyte response to infection, largely mediated by TLR/NF-Œ∫B/TREM-1 signalling. In addition, we observed an activated interferon-centred immune response specific to stimulation with E. coli in both preterm and term infants. These data provide novel insights into the functionality of neonatal monocytes at birth and highlight potential pathways that could be targeted to reduce the harmful effects of bacterial-induced inflammation in sepsis. E. coli and S. epidermidis elicit common transcriptional changes in cord monocytes. The common transcriptional response is mediated by TLR/NF-Œ∫B/TREM-1 signalling. IFN genes are differentially regulated by E. coli and S. epidermidis in monocytes. These responses are largely unaffected by GA or exposure to chorioamnionitis. Abstract from J Mol Med (Berl). 2018 Feb;96(2):147-157. doi: 10.1007/s00109-017-1609-2. [Curator's note: Please note that two separate Stemformatics datasets (6412, 6530) are associated with the relevant publication.]	43.0	preterm, term, preterm +Ecoli, term +Ecoli, preterm +Sepidermidis, term +Sepidermidis	RNASeq (Illumina HiSeq 2000 RNASeq hg19 Gene)		Homo sapiens	0.2	RNASeq	rgb(0,146,146)	cross	Monocyte CD14+  neonatal	ex vivo	myeloid	monocyte	CD14+	monocyte	10 μL of sterile PBS	cord blood	6530<br>DeJong<br>Monocyte CD14+  neonatal<br>CD14+<br>RNASeq (Illumina HiSeq 2000 RNASeq hg19 Gene)
GSM2717669;6530	6530.0	DeJong	GSM2717669	Preterm_E. coli_Monocytes ¬†male 1780g	Homo sapiens	preterm +Ecoli	CL:0000576		monocyte	male		DeJong	Escherichia coli and Staphylococcus epidermidis are predominant causes of neonatal sepsis, particularly affecting preterm infants. Susceptibility to infection has been attributed to ‚Äúimmature‚Äù innate monocyte defences, but no studies have assessed global transcriptional responses of neonatal monocytes to these pathogens. Here, we aimed to identify and characterise the neonatal monocyte transcriptional responses to E. coli and S. epidermidis and the role of common modifiers such as gestational age (GA) and exposure to chorioamnionitis (a common complication of preterm birth) to better understand early life innate immune responses. RNA-sequencing was performed on purified cord blood monocytes from very preterm (< 32 weeks GA) and term infants (37‚Äì40 weeks GA) following standardised challenge with live S. epidermidis or E. coli. The major transcriptional changes induced by either pathogen were highly conserved between infant groups and stimuli, highlighting a common extant neonatal monocyte response to infection, largely mediated by TLR/NF-Œ∫B/TREM-1 signalling. In addition, we observed an activated interferon-centred immune response specific to stimulation with E. coli in both preterm and term infants. These data provide novel insights into the functionality of neonatal monocytes at birth and highlight potential pathways that could be targeted to reduce the harmful effects of bacterial-induced inflammation in sepsis. E. coli and S. epidermidis elicit common transcriptional changes in cord monocytes. The common transcriptional response is mediated by TLR/NF-Œ∫B/TREM-1 signalling. IFN genes are differentially regulated by E. coli and S. epidermidis in monocytes. These responses are largely unaffected by GA or exposure to chorioamnionitis. Abstract from J Mol Med (Berl). 2018 Feb;96(2):147-157. doi: 10.1007/s00109-017-1609-2. [Curator's note: Please note that two separate Stemformatics datasets (6412, 6530) are associated with the relevant publication.]	43.0	preterm, term, preterm +Ecoli, term +Ecoli, preterm +Sepidermidis, term +Sepidermidis	RNASeq (Illumina HiSeq 2000 RNASeq hg19 Gene)		Homo sapiens	0.2	RNASeq	rgb(0,146,146)	cross	Monocyte CD14+ E. coli 2h neonatal	ex vivo	myeloid	monocyte	CD14+	monocyte	E.coli for 2 hours	cord blood	6530<br>DeJong<br>Monocyte CD14+ E. coli 2h neonatal<br>CD14+<br>RNASeq (Illumina HiSeq 2000 RNASeq hg19 Gene)
GSM2717670;6530	6530.0	DeJong	GSM2717670	Preterm_S. epidermidis_Monocytes ¬†male 1780g	Homo sapiens	preterm +Sepidermidis	CL:0000576		monocyte	male		DeJong	Escherichia coli and Staphylococcus epidermidis are predominant causes of neonatal sepsis, particularly affecting preterm infants. Susceptibility to infection has been attributed to ‚Äúimmature‚Äù innate monocyte defences, but no studies have assessed global transcriptional responses of neonatal monocytes to these pathogens. Here, we aimed to identify and characterise the neonatal monocyte transcriptional responses to E. coli and S. epidermidis and the role of common modifiers such as gestational age (GA) and exposure to chorioamnionitis (a common complication of preterm birth) to better understand early life innate immune responses. RNA-sequencing was performed on purified cord blood monocytes from very preterm (< 32 weeks GA) and term infants (37‚Äì40 weeks GA) following standardised challenge with live S. epidermidis or E. coli. The major transcriptional changes induced by either pathogen were highly conserved between infant groups and stimuli, highlighting a common extant neonatal monocyte response to infection, largely mediated by TLR/NF-Œ∫B/TREM-1 signalling. In addition, we observed an activated interferon-centred immune response specific to stimulation with E. coli in both preterm and term infants. These data provide novel insights into the functionality of neonatal monocytes at birth and highlight potential pathways that could be targeted to reduce the harmful effects of bacterial-induced inflammation in sepsis. E. coli and S. epidermidis elicit common transcriptional changes in cord monocytes. The common transcriptional response is mediated by TLR/NF-Œ∫B/TREM-1 signalling. IFN genes are differentially regulated by E. coli and S. epidermidis in monocytes. These responses are largely unaffected by GA or exposure to chorioamnionitis. Abstract from J Mol Med (Berl). 2018 Feb;96(2):147-157. doi: 10.1007/s00109-017-1609-2. [Curator's note: Please note that two separate Stemformatics datasets (6412, 6530) are associated with the relevant publication.]	43.0	preterm, term, preterm +Ecoli, term +Ecoli, preterm +Sepidermidis, term +Sepidermidis	RNASeq (Illumina HiSeq 2000 RNASeq hg19 Gene)		Homo sapiens	0.2	RNASeq	rgb(0,146,146)	cross	Monocyte CD14+ S. epidermidis 2h neonatal	ex vivo	myeloid	monocyte	CD14+	monocyte	S. epidermidis for 2 hours	cord blood	6530<br>DeJong<br>Monocyte CD14+ S. epidermidis 2h neonatal<br>CD14+<br>RNASeq (Illumina HiSeq 2000 RNASeq hg19 Gene)
GSM2717671;6530	6530.0	DeJong	GSM2717671	Preterm_Unstimulated_Monocytes ¬†male 1780g	Homo sapiens	preterm	CL:0000576		monocyte	male		DeJong	Escherichia coli and Staphylococcus epidermidis are predominant causes of neonatal sepsis, particularly affecting preterm infants. Susceptibility to infection has been attributed to ‚Äúimmature‚Äù innate monocyte defences, but no studies have assessed global transcriptional responses of neonatal monocytes to these pathogens. Here, we aimed to identify and characterise the neonatal monocyte transcriptional responses to E. coli and S. epidermidis and the role of common modifiers such as gestational age (GA) and exposure to chorioamnionitis (a common complication of preterm birth) to better understand early life innate immune responses. RNA-sequencing was performed on purified cord blood monocytes from very preterm (< 32 weeks GA) and term infants (37‚Äì40 weeks GA) following standardised challenge with live S. epidermidis or E. coli. The major transcriptional changes induced by either pathogen were highly conserved between infant groups and stimuli, highlighting a common extant neonatal monocyte response to infection, largely mediated by TLR/NF-Œ∫B/TREM-1 signalling. In addition, we observed an activated interferon-centred immune response specific to stimulation with E. coli in both preterm and term infants. These data provide novel insights into the functionality of neonatal monocytes at birth and highlight potential pathways that could be targeted to reduce the harmful effects of bacterial-induced inflammation in sepsis. E. coli and S. epidermidis elicit common transcriptional changes in cord monocytes. The common transcriptional response is mediated by TLR/NF-Œ∫B/TREM-1 signalling. IFN genes are differentially regulated by E. coli and S. epidermidis in monocytes. These responses are largely unaffected by GA or exposure to chorioamnionitis. Abstract from J Mol Med (Berl). 2018 Feb;96(2):147-157. doi: 10.1007/s00109-017-1609-2. [Curator's note: Please note that two separate Stemformatics datasets (6412, 6530) are associated with the relevant publication.]	43.0	preterm, term, preterm +Ecoli, term +Ecoli, preterm +Sepidermidis, term +Sepidermidis	RNASeq (Illumina HiSeq 2000 RNASeq hg19 Gene)		Homo sapiens	0.2	RNASeq	rgb(0,146,146)	cross	Monocyte CD14+  neonatal	ex vivo	myeloid	monocyte	CD14+	monocyte	10 μL of sterile PBS	cord blood	6530<br>DeJong<br>Monocyte CD14+  neonatal<br>CD14+<br>RNASeq (Illumina HiSeq 2000 RNASeq hg19 Gene)
GSM2717672;6530	6530.0	DeJong	GSM2717672	Term_E. coli_Monocytes ¬†female 2700g	Homo sapiens	term +Ecoli	CL:0000576		monocyte	female		DeJong	Escherichia coli and Staphylococcus epidermidis are predominant causes of neonatal sepsis, particularly affecting preterm infants. Susceptibility to infection has been attributed to ‚Äúimmature‚Äù innate monocyte defences, but no studies have assessed global transcriptional responses of neonatal monocytes to these pathogens. Here, we aimed to identify and characterise the neonatal monocyte transcriptional responses to E. coli and S. epidermidis and the role of common modifiers such as gestational age (GA) and exposure to chorioamnionitis (a common complication of preterm birth) to better understand early life innate immune responses. RNA-sequencing was performed on purified cord blood monocytes from very preterm (< 32 weeks GA) and term infants (37‚Äì40 weeks GA) following standardised challenge with live S. epidermidis or E. coli. The major transcriptional changes induced by either pathogen were highly conserved between infant groups and stimuli, highlighting a common extant neonatal monocyte response to infection, largely mediated by TLR/NF-Œ∫B/TREM-1 signalling. In addition, we observed an activated interferon-centred immune response specific to stimulation with E. coli in both preterm and term infants. These data provide novel insights into the functionality of neonatal monocytes at birth and highlight potential pathways that could be targeted to reduce the harmful effects of bacterial-induced inflammation in sepsis. E. coli and S. epidermidis elicit common transcriptional changes in cord monocytes. The common transcriptional response is mediated by TLR/NF-Œ∫B/TREM-1 signalling. IFN genes are differentially regulated by E. coli and S. epidermidis in monocytes. These responses are largely unaffected by GA or exposure to chorioamnionitis. Abstract from J Mol Med (Berl). 2018 Feb;96(2):147-157. doi: 10.1007/s00109-017-1609-2. [Curator's note: Please note that two separate Stemformatics datasets (6412, 6530) are associated with the relevant publication.]	43.0	preterm, term, preterm +Ecoli, term +Ecoli, preterm +Sepidermidis, term +Sepidermidis	RNASeq (Illumina HiSeq 2000 RNASeq hg19 Gene)		Homo sapiens	0.2	RNASeq	rgb(0,146,146)	cross	Monocyte CD14+ E. coli 2h neonatal	ex vivo	myeloid	monocyte	CD14+	monocyte	E.coli for 2 hours	cord blood	6530<br>DeJong<br>Monocyte CD14+ E. coli 2h neonatal<br>CD14+<br>RNASeq (Illumina HiSeq 2000 RNASeq hg19 Gene)
GSM2717673;6530	6530.0	DeJong	GSM2717673	Term_S. epidermidis_Monocytes ¬†female 2700g	Homo sapiens	term +Sepidermidis	CL:0000576		monocyte	female		DeJong	Escherichia coli and Staphylococcus epidermidis are predominant causes of neonatal sepsis, particularly affecting preterm infants. Susceptibility to infection has been attributed to ‚Äúimmature‚Äù innate monocyte defences, but no studies have assessed global transcriptional responses of neonatal monocytes to these pathogens. Here, we aimed to identify and characterise the neonatal monocyte transcriptional responses to E. coli and S. epidermidis and the role of common modifiers such as gestational age (GA) and exposure to chorioamnionitis (a common complication of preterm birth) to better understand early life innate immune responses. RNA-sequencing was performed on purified cord blood monocytes from very preterm (< 32 weeks GA) and term infants (37‚Äì40 weeks GA) following standardised challenge with live S. epidermidis or E. coli. The major transcriptional changes induced by either pathogen were highly conserved between infant groups and stimuli, highlighting a common extant neonatal monocyte response to infection, largely mediated by TLR/NF-Œ∫B/TREM-1 signalling. In addition, we observed an activated interferon-centred immune response specific to stimulation with E. coli in both preterm and term infants. These data provide novel insights into the functionality of neonatal monocytes at birth and highlight potential pathways that could be targeted to reduce the harmful effects of bacterial-induced inflammation in sepsis. E. coli and S. epidermidis elicit common transcriptional changes in cord monocytes. The common transcriptional response is mediated by TLR/NF-Œ∫B/TREM-1 signalling. IFN genes are differentially regulated by E. coli and S. epidermidis in monocytes. These responses are largely unaffected by GA or exposure to chorioamnionitis. Abstract from J Mol Med (Berl). 2018 Feb;96(2):147-157. doi: 10.1007/s00109-017-1609-2. [Curator's note: Please note that two separate Stemformatics datasets (6412, 6530) are associated with the relevant publication.]	43.0	preterm, term, preterm +Ecoli, term +Ecoli, preterm +Sepidermidis, term +Sepidermidis	RNASeq (Illumina HiSeq 2000 RNASeq hg19 Gene)		Homo sapiens	0.2	RNASeq	rgb(0,146,146)	cross	Monocyte CD14+ S. epidermidis 2h neonatal	ex vivo	myeloid	monocyte	CD14+	monocyte	S. epidermidis for 2 hours	cord blood	6530<br>DeJong<br>Monocyte CD14+ S. epidermidis 2h neonatal<br>CD14+<br>RNASeq (Illumina HiSeq 2000 RNASeq hg19 Gene)
GSM2717674;6530	6530.0	DeJong	GSM2717674	Term_Unstimulated_Monocytes ¬†female 2700g	Homo sapiens	term	CL:0000576		monocyte	female		DeJong	Escherichia coli and Staphylococcus epidermidis are predominant causes of neonatal sepsis, particularly affecting preterm infants. Susceptibility to infection has been attributed to ‚Äúimmature‚Äù innate monocyte defences, but no studies have assessed global transcriptional responses of neonatal monocytes to these pathogens. Here, we aimed to identify and characterise the neonatal monocyte transcriptional responses to E. coli and S. epidermidis and the role of common modifiers such as gestational age (GA) and exposure to chorioamnionitis (a common complication of preterm birth) to better understand early life innate immune responses. RNA-sequencing was performed on purified cord blood monocytes from very preterm (< 32 weeks GA) and term infants (37‚Äì40 weeks GA) following standardised challenge with live S. epidermidis or E. coli. The major transcriptional changes induced by either pathogen were highly conserved between infant groups and stimuli, highlighting a common extant neonatal monocyte response to infection, largely mediated by TLR/NF-Œ∫B/TREM-1 signalling. In addition, we observed an activated interferon-centred immune response specific to stimulation with E. coli in both preterm and term infants. These data provide novel insights into the functionality of neonatal monocytes at birth and highlight potential pathways that could be targeted to reduce the harmful effects of bacterial-induced inflammation in sepsis. E. coli and S. epidermidis elicit common transcriptional changes in cord monocytes. The common transcriptional response is mediated by TLR/NF-Œ∫B/TREM-1 signalling. IFN genes are differentially regulated by E. coli and S. epidermidis in monocytes. These responses are largely unaffected by GA or exposure to chorioamnionitis. Abstract from J Mol Med (Berl). 2018 Feb;96(2):147-157. doi: 10.1007/s00109-017-1609-2. [Curator's note: Please note that two separate Stemformatics datasets (6412, 6530) are associated with the relevant publication.]	43.0	preterm, term, preterm +Ecoli, term +Ecoli, preterm +Sepidermidis, term +Sepidermidis	RNASeq (Illumina HiSeq 2000 RNASeq hg19 Gene)		Homo sapiens	0.2	RNASeq	rgb(0,146,146)	cross	Monocyte CD14+  neonatal	ex vivo	myeloid	monocyte	CD14+	monocyte	10 μL of sterile PBS	cord blood	6530<br>DeJong<br>Monocyte CD14+  neonatal<br>CD14+<br>RNASeq (Illumina HiSeq 2000 RNASeq hg19 Gene)
GSM2717675;6530	6530.0	DeJong	GSM2717675	Term_E. coli_Monocytes ¬†male 2915g	Homo sapiens	term +Ecoli	CL:0000576		monocyte	male		DeJong	Escherichia coli and Staphylococcus epidermidis are predominant causes of neonatal sepsis, particularly affecting preterm infants. Susceptibility to infection has been attributed to ‚Äúimmature‚Äù innate monocyte defences, but no studies have assessed global transcriptional responses of neonatal monocytes to these pathogens. Here, we aimed to identify and characterise the neonatal monocyte transcriptional responses to E. coli and S. epidermidis and the role of common modifiers such as gestational age (GA) and exposure to chorioamnionitis (a common complication of preterm birth) to better understand early life innate immune responses. RNA-sequencing was performed on purified cord blood monocytes from very preterm (< 32 weeks GA) and term infants (37‚Äì40 weeks GA) following standardised challenge with live S. epidermidis or E. coli. The major transcriptional changes induced by either pathogen were highly conserved between infant groups and stimuli, highlighting a common extant neonatal monocyte response to infection, largely mediated by TLR/NF-Œ∫B/TREM-1 signalling. In addition, we observed an activated interferon-centred immune response specific to stimulation with E. coli in both preterm and term infants. These data provide novel insights into the functionality of neonatal monocytes at birth and highlight potential pathways that could be targeted to reduce the harmful effects of bacterial-induced inflammation in sepsis. E. coli and S. epidermidis elicit common transcriptional changes in cord monocytes. The common transcriptional response is mediated by TLR/NF-Œ∫B/TREM-1 signalling. IFN genes are differentially regulated by E. coli and S. epidermidis in monocytes. These responses are largely unaffected by GA or exposure to chorioamnionitis. Abstract from J Mol Med (Berl). 2018 Feb;96(2):147-157. doi: 10.1007/s00109-017-1609-2. [Curator's note: Please note that two separate Stemformatics datasets (6412, 6530) are associated with the relevant publication.]	43.0	preterm, term, preterm +Ecoli, term +Ecoli, preterm +Sepidermidis, term +Sepidermidis	RNASeq (Illumina HiSeq 2000 RNASeq hg19 Gene)		Homo sapiens	0.2	RNASeq	rgb(0,146,146)	cross	Monocyte CD14+ E. coli 2h neonatal	ex vivo	myeloid	monocyte	CD14+	monocyte	E.coli for 2 hours	cord blood	6530<br>DeJong<br>Monocyte CD14+ E. coli 2h neonatal<br>CD14+<br>RNASeq (Illumina HiSeq 2000 RNASeq hg19 Gene)
GSM2717676;6530	6530.0	DeJong	GSM2717676	Term_S. epidermidis_Monocytes ¬†male 2915g	Homo sapiens	term +Sepidermidis	CL:0000576		monocyte	male		DeJong	Escherichia coli and Staphylococcus epidermidis are predominant causes of neonatal sepsis, particularly affecting preterm infants. Susceptibility to infection has been attributed to ‚Äúimmature‚Äù innate monocyte defences, but no studies have assessed global transcriptional responses of neonatal monocytes to these pathogens. Here, we aimed to identify and characterise the neonatal monocyte transcriptional responses to E. coli and S. epidermidis and the role of common modifiers such as gestational age (GA) and exposure to chorioamnionitis (a common complication of preterm birth) to better understand early life innate immune responses. RNA-sequencing was performed on purified cord blood monocytes from very preterm (< 32 weeks GA) and term infants (37‚Äì40 weeks GA) following standardised challenge with live S. epidermidis or E. coli. The major transcriptional changes induced by either pathogen were highly conserved between infant groups and stimuli, highlighting a common extant neonatal monocyte response to infection, largely mediated by TLR/NF-Œ∫B/TREM-1 signalling. In addition, we observed an activated interferon-centred immune response specific to stimulation with E. coli in both preterm and term infants. These data provide novel insights into the functionality of neonatal monocytes at birth and highlight potential pathways that could be targeted to reduce the harmful effects of bacterial-induced inflammation in sepsis. E. coli and S. epidermidis elicit common transcriptional changes in cord monocytes. The common transcriptional response is mediated by TLR/NF-Œ∫B/TREM-1 signalling. IFN genes are differentially regulated by E. coli and S. epidermidis in monocytes. These responses are largely unaffected by GA or exposure to chorioamnionitis. Abstract from J Mol Med (Berl). 2018 Feb;96(2):147-157. doi: 10.1007/s00109-017-1609-2. [Curator's note: Please note that two separate Stemformatics datasets (6412, 6530) are associated with the relevant publication.]	43.0	preterm, term, preterm +Ecoli, term +Ecoli, preterm +Sepidermidis, term +Sepidermidis	RNASeq (Illumina HiSeq 2000 RNASeq hg19 Gene)		Homo sapiens	0.2	RNASeq	rgb(0,146,146)	cross	Monocyte CD14+ S. epidermidis 2h neonatal	ex vivo	myeloid	monocyte	CD14+	monocyte	S. epidermidis for 2 hours	cord blood	6530<br>DeJong<br>Monocyte CD14+ S. epidermidis 2h neonatal<br>CD14+<br>RNASeq (Illumina HiSeq 2000 RNASeq hg19 Gene)
GSM2717677;6530	6530.0	DeJong	GSM2717677	Term_Unstimulated_Monocytes ¬†male 2915g	Homo sapiens	term	CL:0000576		monocyte	male		DeJong	Escherichia coli and Staphylococcus epidermidis are predominant causes of neonatal sepsis, particularly affecting preterm infants. Susceptibility to infection has been attributed to ‚Äúimmature‚Äù innate monocyte defences, but no studies have assessed global transcriptional responses of neonatal monocytes to these pathogens. Here, we aimed to identify and characterise the neonatal monocyte transcriptional responses to E. coli and S. epidermidis and the role of common modifiers such as gestational age (GA) and exposure to chorioamnionitis (a common complication of preterm birth) to better understand early life innate immune responses. RNA-sequencing was performed on purified cord blood monocytes from very preterm (< 32 weeks GA) and term infants (37‚Äì40 weeks GA) following standardised challenge with live S. epidermidis or E. coli. The major transcriptional changes induced by either pathogen were highly conserved between infant groups and stimuli, highlighting a common extant neonatal monocyte response to infection, largely mediated by TLR/NF-Œ∫B/TREM-1 signalling. In addition, we observed an activated interferon-centred immune response specific to stimulation with E. coli in both preterm and term infants. These data provide novel insights into the functionality of neonatal monocytes at birth and highlight potential pathways that could be targeted to reduce the harmful effects of bacterial-induced inflammation in sepsis. E. coli and S. epidermidis elicit common transcriptional changes in cord monocytes. The common transcriptional response is mediated by TLR/NF-Œ∫B/TREM-1 signalling. IFN genes are differentially regulated by E. coli and S. epidermidis in monocytes. These responses are largely unaffected by GA or exposure to chorioamnionitis. Abstract from J Mol Med (Berl). 2018 Feb;96(2):147-157. doi: 10.1007/s00109-017-1609-2. [Curator's note: Please note that two separate Stemformatics datasets (6412, 6530) are associated with the relevant publication.]	43.0	preterm, term, preterm +Ecoli, term +Ecoli, preterm +Sepidermidis, term +Sepidermidis	RNASeq (Illumina HiSeq 2000 RNASeq hg19 Gene)		Homo sapiens	0.2	RNASeq	rgb(0,146,146)	cross	Monocyte CD14+  neonatal	ex vivo	myeloid	monocyte	CD14+	monocyte	10 μL of sterile PBS	cord blood	6530<br>DeJong<br>Monocyte CD14+  neonatal<br>CD14+<br>RNASeq (Illumina HiSeq 2000 RNASeq hg19 Gene)
GSM2717678;6530	6530.0	DeJong	GSM2717678	Term_E. coli_Monocytes ¬†male 3630g	Homo sapiens	term +Ecoli	CL:0000576		monocyte	male		DeJong	Escherichia coli and Staphylococcus epidermidis are predominant causes of neonatal sepsis, particularly affecting preterm infants. Susceptibility to infection has been attributed to ‚Äúimmature‚Äù innate monocyte defences, but no studies have assessed global transcriptional responses of neonatal monocytes to these pathogens. Here, we aimed to identify and characterise the neonatal monocyte transcriptional responses to E. coli and S. epidermidis and the role of common modifiers such as gestational age (GA) and exposure to chorioamnionitis (a common complication of preterm birth) to better understand early life innate immune responses. RNA-sequencing was performed on purified cord blood monocytes from very preterm (< 32 weeks GA) and term infants (37‚Äì40 weeks GA) following standardised challenge with live S. epidermidis or E. coli. The major transcriptional changes induced by either pathogen were highly conserved between infant groups and stimuli, highlighting a common extant neonatal monocyte response to infection, largely mediated by TLR/NF-Œ∫B/TREM-1 signalling. In addition, we observed an activated interferon-centred immune response specific to stimulation with E. coli in both preterm and term infants. These data provide novel insights into the functionality of neonatal monocytes at birth and highlight potential pathways that could be targeted to reduce the harmful effects of bacterial-induced inflammation in sepsis. E. coli and S. epidermidis elicit common transcriptional changes in cord monocytes. The common transcriptional response is mediated by TLR/NF-Œ∫B/TREM-1 signalling. IFN genes are differentially regulated by E. coli and S. epidermidis in monocytes. These responses are largely unaffected by GA or exposure to chorioamnionitis. Abstract from J Mol Med (Berl). 2018 Feb;96(2):147-157. doi: 10.1007/s00109-017-1609-2. [Curator's note: Please note that two separate Stemformatics datasets (6412, 6530) are associated with the relevant publication.]	43.0	preterm, term, preterm +Ecoli, term +Ecoli, preterm +Sepidermidis, term +Sepidermidis	RNASeq (Illumina HiSeq 2000 RNASeq hg19 Gene)		Homo sapiens	0.2	RNASeq	rgb(0,146,146)	cross	Monocyte CD14+ E. coli 2h neonatal	ex vivo	myeloid	monocyte	CD14+	monocyte	E.coli for 2 hours	cord blood	6530<br>DeJong<br>Monocyte CD14+ E. coli 2h neonatal<br>CD14+<br>RNASeq (Illumina HiSeq 2000 RNASeq hg19 Gene)
GSM2717679;6530	6530.0	DeJong	GSM2717679	Term_S. epidermidis_Monocytes ¬†male 3630g	Homo sapiens	term +Sepidermidis	CL:0000576		monocyte	male		DeJong	Escherichia coli and Staphylococcus epidermidis are predominant causes of neonatal sepsis, particularly affecting preterm infants. Susceptibility to infection has been attributed to ‚Äúimmature‚Äù innate monocyte defences, but no studies have assessed global transcriptional responses of neonatal monocytes to these pathogens. Here, we aimed to identify and characterise the neonatal monocyte transcriptional responses to E. coli and S. epidermidis and the role of common modifiers such as gestational age (GA) and exposure to chorioamnionitis (a common complication of preterm birth) to better understand early life innate immune responses. RNA-sequencing was performed on purified cord blood monocytes from very preterm (< 32 weeks GA) and term infants (37‚Äì40 weeks GA) following standardised challenge with live S. epidermidis or E. coli. The major transcriptional changes induced by either pathogen were highly conserved between infant groups and stimuli, highlighting a common extant neonatal monocyte response to infection, largely mediated by TLR/NF-Œ∫B/TREM-1 signalling. In addition, we observed an activated interferon-centred immune response specific to stimulation with E. coli in both preterm and term infants. These data provide novel insights into the functionality of neonatal monocytes at birth and highlight potential pathways that could be targeted to reduce the harmful effects of bacterial-induced inflammation in sepsis. E. coli and S. epidermidis elicit common transcriptional changes in cord monocytes. The common transcriptional response is mediated by TLR/NF-Œ∫B/TREM-1 signalling. IFN genes are differentially regulated by E. coli and S. epidermidis in monocytes. These responses are largely unaffected by GA or exposure to chorioamnionitis. Abstract from J Mol Med (Berl). 2018 Feb;96(2):147-157. doi: 10.1007/s00109-017-1609-2. [Curator's note: Please note that two separate Stemformatics datasets (6412, 6530) are associated with the relevant publication.]	43.0	preterm, term, preterm +Ecoli, term +Ecoli, preterm +Sepidermidis, term +Sepidermidis	RNASeq (Illumina HiSeq 2000 RNASeq hg19 Gene)		Homo sapiens	0.2	RNASeq	rgb(0,146,146)	cross	Monocyte CD14+ S. epidermidis 2h neonatal	ex vivo	myeloid	monocyte	CD14+	monocyte	S. epidermidis for 2 hours	cord blood	6530<br>DeJong<br>Monocyte CD14+ S. epidermidis 2h neonatal<br>CD14+<br>RNASeq (Illumina HiSeq 2000 RNASeq hg19 Gene)
