	Dataset	dataset_name	chip_id	replicate_group_id	organism	sample_type	generic_sample_type	final_cell_type	parental_cell_type	sex	labelling	name	description	number of samples	sample types	platform	project	species	Detection threshold	Platform_Category	Platform_Colour	Platform_Symbol	display_metadata	tier1	tier2	tier3	celltype	Blood_Cluster
GSM2717674;6530	6530	DeJong	GSM2717674	Term_Unstimulated_Monocytes  female 2700g	Homo sapiens	term	CL:0000576		monocyte	female		DeJong	"Escherichia coli and Staphylococcus epidermidis are predominant causes of neonatal sepsis, particularly affecting preterm infants. Susceptibility to infection has been attributed to “immature” innate monocyte defences, but no studies have assessed global transcriptional responses of neonatal monocytes to these pathogens. Here, we aimed to identify and characterise the neonatal monocyte transcriptional responses to E. coli and S. epidermidis and the role of common modifiers such as gestational age (GA) and exposure to chorioamnionitis (a common complication of preterm birth) to better understand early life innate immune responses. RNA-sequencing was performed on purified cord blood monocytes from very preterm (< 32 weeks GA) and term infants (37–40 weeks GA) following standardised challenge with live S. epidermidis or E. coli. The major transcriptional changes induced by either pathogen were highly conserved between infant groups and stimuli, highlighting a common extant neonatal monocyte response to infection, largely mediated by TLR/NF-κB/TREM-1 signalling. In addition, we observed an activated interferon-centred immune response specific to stimulation with E. coli in both preterm and term infants. These data provide novel insights into the functionality of neonatal monocytes at birth and highlight potential pathways that could be targeted to reduce the harmful effects of bacterial-induced inflammation in sepsis. E. coli and S. epidermidis elicit common transcriptional changes in cord monocytes. The common transcriptional response is mediated by TLR/NF-κB/TREM-1 signalling. IFN genes are differentially regulated by E. coli and S. epidermidis in monocytes. These responses are largely unaffected by GA or exposure to chorioamnionitis. Abstract from J Mol Med (Berl). 2018 Feb;96(2):147-157. doi: 10.1007/s00109-017-1609-2. [Curator's note: Please note that two separate Stemformatics datasets (6412, 6530) are associated with the relevant publication.]"	43	"preterm, term, preterm +Ecoli, term +Ecoli, preterm +Sepidermidis, term +Sepidermidis"	RNASeq (Illumina HiSeq 2000 RNASeq hg19 Gene)		Homo sapiens	0.2	RNASeq	"rgb(0,146,146)"	cross	Monocyte CD14+  neonatal	myeloid	Monocyte	neonatal	monocyte	Macrophage
GSM2717675;6530	6530	DeJong	GSM2717675	Term_E. coli_Monocytes  male 2915g	Homo sapiens	term +Ecoli	CL:0000576		monocyte	male		DeJong	"Escherichia coli and Staphylococcus epidermidis are predominant causes of neonatal sepsis, particularly affecting preterm infants. Susceptibility to infection has been attributed to “immature” innate monocyte defences, but no studies have assessed global transcriptional responses of neonatal monocytes to these pathogens. Here, we aimed to identify and characterise the neonatal monocyte transcriptional responses to E. coli and S. epidermidis and the role of common modifiers such as gestational age (GA) and exposure to chorioamnionitis (a common complication of preterm birth) to better understand early life innate immune responses. RNA-sequencing was performed on purified cord blood monocytes from very preterm (< 32 weeks GA) and term infants (37–40 weeks GA) following standardised challenge with live S. epidermidis or E. coli. The major transcriptional changes induced by either pathogen were highly conserved between infant groups and stimuli, highlighting a common extant neonatal monocyte response to infection, largely mediated by TLR/NF-κB/TREM-1 signalling. In addition, we observed an activated interferon-centred immune response specific to stimulation with E. coli in both preterm and term infants. These data provide novel insights into the functionality of neonatal monocytes at birth and highlight potential pathways that could be targeted to reduce the harmful effects of bacterial-induced inflammation in sepsis. E. coli and S. epidermidis elicit common transcriptional changes in cord monocytes. The common transcriptional response is mediated by TLR/NF-κB/TREM-1 signalling. IFN genes are differentially regulated by E. coli and S. epidermidis in monocytes. These responses are largely unaffected by GA or exposure to chorioamnionitis. Abstract from J Mol Med (Berl). 2018 Feb;96(2):147-157. doi: 10.1007/s00109-017-1609-2. [Curator's note: Please note that two separate Stemformatics datasets (6412, 6530) are associated with the relevant publication.]"	43	"preterm, term, preterm +Ecoli, term +Ecoli, preterm +Sepidermidis, term +Sepidermidis"	RNASeq (Illumina HiSeq 2000 RNASeq hg19 Gene)		Homo sapiens	0.2	RNASeq	"rgb(0,146,146)"	cross	Monocyte CD14+ E. coli 2h neonatal	myeloid	Monocyte	neonatal	monocyte	Macrophage
GSM2717676;6530	6530	DeJong	GSM2717676	Term_S. epidermidis_Monocytes  male 2915g	Homo sapiens	term +Sepidermidis	CL:0000576		monocyte	male		DeJong	"Escherichia coli and Staphylococcus epidermidis are predominant causes of neonatal sepsis, particularly affecting preterm infants. Susceptibility to infection has been attributed to “immature” innate monocyte defences, but no studies have assessed global transcriptional responses of neonatal monocytes to these pathogens. Here, we aimed to identify and characterise the neonatal monocyte transcriptional responses to E. coli and S. epidermidis and the role of common modifiers such as gestational age (GA) and exposure to chorioamnionitis (a common complication of preterm birth) to better understand early life innate immune responses. RNA-sequencing was performed on purified cord blood monocytes from very preterm (< 32 weeks GA) and term infants (37–40 weeks GA) following standardised challenge with live S. epidermidis or E. coli. The major transcriptional changes induced by either pathogen were highly conserved between infant groups and stimuli, highlighting a common extant neonatal monocyte response to infection, largely mediated by TLR/NF-κB/TREM-1 signalling. In addition, we observed an activated interferon-centred immune response specific to stimulation with E. coli in both preterm and term infants. These data provide novel insights into the functionality of neonatal monocytes at birth and highlight potential pathways that could be targeted to reduce the harmful effects of bacterial-induced inflammation in sepsis. E. coli and S. epidermidis elicit common transcriptional changes in cord monocytes. The common transcriptional response is mediated by TLR/NF-κB/TREM-1 signalling. IFN genes are differentially regulated by E. coli and S. epidermidis in monocytes. These responses are largely unaffected by GA or exposure to chorioamnionitis. Abstract from J Mol Med (Berl). 2018 Feb;96(2):147-157. doi: 10.1007/s00109-017-1609-2. [Curator's note: Please note that two separate Stemformatics datasets (6412, 6530) are associated with the relevant publication.]"	43	"preterm, term, preterm +Ecoli, term +Ecoli, preterm +Sepidermidis, term +Sepidermidis"	RNASeq (Illumina HiSeq 2000 RNASeq hg19 Gene)		Homo sapiens	0.2	RNASeq	"rgb(0,146,146)"	cross	Monocyte CD14+ S. epidermidis 2h neonatal	myeloid	Monocyte	neonatal	monocyte	Macrophage
GSM2717677;6530	6530	DeJong	GSM2717677	Term_Unstimulated_Monocytes  male 2915g	Homo sapiens	term	CL:0000576		monocyte	male		DeJong	"Escherichia coli and Staphylococcus epidermidis are predominant causes of neonatal sepsis, particularly affecting preterm infants. Susceptibility to infection has been attributed to “immature” innate monocyte defences, but no studies have assessed global transcriptional responses of neonatal monocytes to these pathogens. Here, we aimed to identify and characterise the neonatal monocyte transcriptional responses to E. coli and S. epidermidis and the role of common modifiers such as gestational age (GA) and exposure to chorioamnionitis (a common complication of preterm birth) to better understand early life innate immune responses. RNA-sequencing was performed on purified cord blood monocytes from very preterm (< 32 weeks GA) and term infants (37–40 weeks GA) following standardised challenge with live S. epidermidis or E. coli. The major transcriptional changes induced by either pathogen were highly conserved between infant groups and stimuli, highlighting a common extant neonatal monocyte response to infection, largely mediated by TLR/NF-κB/TREM-1 signalling. In addition, we observed an activated interferon-centred immune response specific to stimulation with E. coli in both preterm and term infants. These data provide novel insights into the functionality of neonatal monocytes at birth and highlight potential pathways that could be targeted to reduce the harmful effects of bacterial-induced inflammation in sepsis. E. coli and S. epidermidis elicit common transcriptional changes in cord monocytes. The common transcriptional response is mediated by TLR/NF-κB/TREM-1 signalling. IFN genes are differentially regulated by E. coli and S. epidermidis in monocytes. These responses are largely unaffected by GA or exposure to chorioamnionitis. Abstract from J Mol Med (Berl). 2018 Feb;96(2):147-157. doi: 10.1007/s00109-017-1609-2. [Curator's note: Please note that two separate Stemformatics datasets (6412, 6530) are associated with the relevant publication.]"	43	"preterm, term, preterm +Ecoli, term +Ecoli, preterm +Sepidermidis, term +Sepidermidis"	RNASeq (Illumina HiSeq 2000 RNASeq hg19 Gene)		Homo sapiens	0.2	RNASeq	"rgb(0,146,146)"	cross	Monocyte CD14+  neonatal	myeloid	Monocyte	neonatal	monocyte	Macrophage
GSM2717678;6530	6530	DeJong	GSM2717678	Term_E. coli_Monocytes  male 3630g	Homo sapiens	term +Ecoli	CL:0000576		monocyte	male		DeJong	"Escherichia coli and Staphylococcus epidermidis are predominant causes of neonatal sepsis, particularly affecting preterm infants. Susceptibility to infection has been attributed to “immature” innate monocyte defences, but no studies have assessed global transcriptional responses of neonatal monocytes to these pathogens. Here, we aimed to identify and characterise the neonatal monocyte transcriptional responses to E. coli and S. epidermidis and the role of common modifiers such as gestational age (GA) and exposure to chorioamnionitis (a common complication of preterm birth) to better understand early life innate immune responses. RNA-sequencing was performed on purified cord blood monocytes from very preterm (< 32 weeks GA) and term infants (37–40 weeks GA) following standardised challenge with live S. epidermidis or E. coli. The major transcriptional changes induced by either pathogen were highly conserved between infant groups and stimuli, highlighting a common extant neonatal monocyte response to infection, largely mediated by TLR/NF-κB/TREM-1 signalling. In addition, we observed an activated interferon-centred immune response specific to stimulation with E. coli in both preterm and term infants. These data provide novel insights into the functionality of neonatal monocytes at birth and highlight potential pathways that could be targeted to reduce the harmful effects of bacterial-induced inflammation in sepsis. E. coli and S. epidermidis elicit common transcriptional changes in cord monocytes. The common transcriptional response is mediated by TLR/NF-κB/TREM-1 signalling. IFN genes are differentially regulated by E. coli and S. epidermidis in monocytes. These responses are largely unaffected by GA or exposure to chorioamnionitis. Abstract from J Mol Med (Berl). 2018 Feb;96(2):147-157. doi: 10.1007/s00109-017-1609-2. [Curator's note: Please note that two separate Stemformatics datasets (6412, 6530) are associated with the relevant publication.]"	43	"preterm, term, preterm +Ecoli, term +Ecoli, preterm +Sepidermidis, term +Sepidermidis"	RNASeq (Illumina HiSeq 2000 RNASeq hg19 Gene)		Homo sapiens	0.2	RNASeq	"rgb(0,146,146)"	cross	Monocyte CD14+ E. coli 2h neonatal	myeloid	Monocyte	neonatal	monocyte	Macrophage
GSM2717679;6530	6530	DeJong	GSM2717679	Term_S. epidermidis_Monocytes  male 3630g	Homo sapiens	term +Sepidermidis	CL:0000576		monocyte	male		DeJong	"Escherichia coli and Staphylococcus epidermidis are predominant causes of neonatal sepsis, particularly affecting preterm infants. Susceptibility to infection has been attributed to “immature” innate monocyte defences, but no studies have assessed global transcriptional responses of neonatal monocytes to these pathogens. Here, we aimed to identify and characterise the neonatal monocyte transcriptional responses to E. coli and S. epidermidis and the role of common modifiers such as gestational age (GA) and exposure to chorioamnionitis (a common complication of preterm birth) to better understand early life innate immune responses. RNA-sequencing was performed on purified cord blood monocytes from very preterm (< 32 weeks GA) and term infants (37–40 weeks GA) following standardised challenge with live S. epidermidis or E. coli. The major transcriptional changes induced by either pathogen were highly conserved between infant groups and stimuli, highlighting a common extant neonatal monocyte response to infection, largely mediated by TLR/NF-κB/TREM-1 signalling. In addition, we observed an activated interferon-centred immune response specific to stimulation with E. coli in both preterm and term infants. These data provide novel insights into the functionality of neonatal monocytes at birth and highlight potential pathways that could be targeted to reduce the harmful effects of bacterial-induced inflammation in sepsis. E. coli and S. epidermidis elicit common transcriptional changes in cord monocytes. The common transcriptional response is mediated by TLR/NF-κB/TREM-1 signalling. IFN genes are differentially regulated by E. coli and S. epidermidis in monocytes. These responses are largely unaffected by GA or exposure to chorioamnionitis. Abstract from J Mol Med (Berl). 2018 Feb;96(2):147-157. doi: 10.1007/s00109-017-1609-2. [Curator's note: Please note that two separate Stemformatics datasets (6412, 6530) are associated with the relevant publication.]"	43	"preterm, term, preterm +Ecoli, term +Ecoli, preterm +Sepidermidis, term +Sepidermidis"	RNASeq (Illumina HiSeq 2000 RNASeq hg19 Gene)		Homo sapiens	0.2	RNASeq	"rgb(0,146,146)"	cross	Monocyte CD14+ S. epidermidis 2h neonatal	myeloid	Monocyte	neonatal	monocyte	Macrophage
GSM2717680;6530	6530	DeJong	GSM2717680	Term_Unstimulated_Monocytes  male 3630g	Homo sapiens	term	CL:0000576		monocyte	male		DeJong	"Escherichia coli and Staphylococcus epidermidis are predominant causes of neonatal sepsis, particularly affecting preterm infants. Susceptibility to infection has been attributed to “immature” innate monocyte defences, but no studies have assessed global transcriptional responses of neonatal monocytes to these pathogens. Here, we aimed to identify and characterise the neonatal monocyte transcriptional responses to E. coli and S. epidermidis and the role of common modifiers such as gestational age (GA) and exposure to chorioamnionitis (a common complication of preterm birth) to better understand early life innate immune responses. RNA-sequencing was performed on purified cord blood monocytes from very preterm (< 32 weeks GA) and term infants (37–40 weeks GA) following standardised challenge with live S. epidermidis or E. coli. The major transcriptional changes induced by either pathogen were highly conserved between infant groups and stimuli, highlighting a common extant neonatal monocyte response to infection, largely mediated by TLR/NF-κB/TREM-1 signalling. In addition, we observed an activated interferon-centred immune response specific to stimulation with E. coli in both preterm and term infants. These data provide novel insights into the functionality of neonatal monocytes at birth and highlight potential pathways that could be targeted to reduce the harmful effects of bacterial-induced inflammation in sepsis. E. coli and S. epidermidis elicit common transcriptional changes in cord monocytes. The common transcriptional response is mediated by TLR/NF-κB/TREM-1 signalling. IFN genes are differentially regulated by E. coli and S. epidermidis in monocytes. These responses are largely unaffected by GA or exposure to chorioamnionitis. Abstract from J Mol Med (Berl). 2018 Feb;96(2):147-157. doi: 10.1007/s00109-017-1609-2. [Curator's note: Please note that two separate Stemformatics datasets (6412, 6530) are associated with the relevant publication.]"	43	"preterm, term, preterm +Ecoli, term +Ecoli, preterm +Sepidermidis, term +Sepidermidis"	RNASeq (Illumina HiSeq 2000 RNASeq hg19 Gene)		Homo sapiens	0.2	RNASeq	"rgb(0,146,146)"	cross	Monocyte CD14+  neonatal	myeloid	Monocyte	neonatal	monocyte	Macrophage
GSM2717681;6530	6530	DeJong	GSM2717681	Term_E. coli_Monocytes  female 3170g	Homo sapiens	term +Ecoli	CL:0000576		monocyte	female		DeJong	"Escherichia coli and Staphylococcus epidermidis are predominant causes of neonatal sepsis, particularly affecting preterm infants. Susceptibility to infection has been attributed to “immature” innate monocyte defences, but no studies have assessed global transcriptional responses of neonatal monocytes to these pathogens. Here, we aimed to identify and characterise the neonatal monocyte transcriptional responses to E. coli and S. epidermidis and the role of common modifiers such as gestational age (GA) and exposure to chorioamnionitis (a common complication of preterm birth) to better understand early life innate immune responses. RNA-sequencing was performed on purified cord blood monocytes from very preterm (< 32 weeks GA) and term infants (37–40 weeks GA) following standardised challenge with live S. epidermidis or E. coli. The major transcriptional changes induced by either pathogen were highly conserved between infant groups and stimuli, highlighting a common extant neonatal monocyte response to infection, largely mediated by TLR/NF-κB/TREM-1 signalling. In addition, we observed an activated interferon-centred immune response specific to stimulation with E. coli in both preterm and term infants. These data provide novel insights into the functionality of neonatal monocytes at birth and highlight potential pathways that could be targeted to reduce the harmful effects of bacterial-induced inflammation in sepsis. E. coli and S. epidermidis elicit common transcriptional changes in cord monocytes. The common transcriptional response is mediated by TLR/NF-κB/TREM-1 signalling. IFN genes are differentially regulated by E. coli and S. epidermidis in monocytes. These responses are largely unaffected by GA or exposure to chorioamnionitis. Abstract from J Mol Med (Berl). 2018 Feb;96(2):147-157. doi: 10.1007/s00109-017-1609-2. [Curator's note: Please note that two separate Stemformatics datasets (6412, 6530) are associated with the relevant publication.]"	43	"preterm, term, preterm +Ecoli, term +Ecoli, preterm +Sepidermidis, term +Sepidermidis"	RNASeq (Illumina HiSeq 2000 RNASeq hg19 Gene)		Homo sapiens	0.2	RNASeq	"rgb(0,146,146)"	cross	Monocyte CD14+ E. coli 2h neonatal	myeloid	Monocyte	neonatal	monocyte	Macrophage
GSM2717682;6530	6530	DeJong	GSM2717682	Term_S. epidermidis_Monocytes  female 3170g	Homo sapiens	term +Sepidermidis	CL:0000576		monocyte	female		DeJong	"Escherichia coli and Staphylococcus epidermidis are predominant causes of neonatal sepsis, particularly affecting preterm infants. Susceptibility to infection has been attributed to “immature” innate monocyte defences, but no studies have assessed global transcriptional responses of neonatal monocytes to these pathogens. Here, we aimed to identify and characterise the neonatal monocyte transcriptional responses to E. coli and S. epidermidis and the role of common modifiers such as gestational age (GA) and exposure to chorioamnionitis (a common complication of preterm birth) to better understand early life innate immune responses. RNA-sequencing was performed on purified cord blood monocytes from very preterm (< 32 weeks GA) and term infants (37–40 weeks GA) following standardised challenge with live S. epidermidis or E. coli. The major transcriptional changes induced by either pathogen were highly conserved between infant groups and stimuli, highlighting a common extant neonatal monocyte response to infection, largely mediated by TLR/NF-κB/TREM-1 signalling. In addition, we observed an activated interferon-centred immune response specific to stimulation with E. coli in both preterm and term infants. These data provide novel insights into the functionality of neonatal monocytes at birth and highlight potential pathways that could be targeted to reduce the harmful effects of bacterial-induced inflammation in sepsis. E. coli and S. epidermidis elicit common transcriptional changes in cord monocytes. The common transcriptional response is mediated by TLR/NF-κB/TREM-1 signalling. IFN genes are differentially regulated by E. coli and S. epidermidis in monocytes. These responses are largely unaffected by GA or exposure to chorioamnionitis. Abstract from J Mol Med (Berl). 2018 Feb;96(2):147-157. doi: 10.1007/s00109-017-1609-2. [Curator's note: Please note that two separate Stemformatics datasets (6412, 6530) are associated with the relevant publication.]"	43	"preterm, term, preterm +Ecoli, term +Ecoli, preterm +Sepidermidis, term +Sepidermidis"	RNASeq (Illumina HiSeq 2000 RNASeq hg19 Gene)		Homo sapiens	0.2	RNASeq	"rgb(0,146,146)"	cross	Monocyte CD14+ S. epidermidis 2h neonatal	myeloid	Monocyte	neonatal	monocyte	Macrophage
GSM2717683;6530	6530	DeJong	GSM2717683	Term_Unstimulated_Monocytes  female 3170g	Homo sapiens	term	CL:0000576		monocyte	female		DeJong	"Escherichia coli and Staphylococcus epidermidis are predominant causes of neonatal sepsis, particularly affecting preterm infants. Susceptibility to infection has been attributed to “immature” innate monocyte defences, but no studies have assessed global transcriptional responses of neonatal monocytes to these pathogens. Here, we aimed to identify and characterise the neonatal monocyte transcriptional responses to E. coli and S. epidermidis and the role of common modifiers such as gestational age (GA) and exposure to chorioamnionitis (a common complication of preterm birth) to better understand early life innate immune responses. RNA-sequencing was performed on purified cord blood monocytes from very preterm (< 32 weeks GA) and term infants (37–40 weeks GA) following standardised challenge with live S. epidermidis or E. coli. The major transcriptional changes induced by either pathogen were highly conserved between infant groups and stimuli, highlighting a common extant neonatal monocyte response to infection, largely mediated by TLR/NF-κB/TREM-1 signalling. In addition, we observed an activated interferon-centred immune response specific to stimulation with E. coli in both preterm and term infants. These data provide novel insights into the functionality of neonatal monocytes at birth and highlight potential pathways that could be targeted to reduce the harmful effects of bacterial-induced inflammation in sepsis. E. coli and S. epidermidis elicit common transcriptional changes in cord monocytes. The common transcriptional response is mediated by TLR/NF-κB/TREM-1 signalling. IFN genes are differentially regulated by E. coli and S. epidermidis in monocytes. These responses are largely unaffected by GA or exposure to chorioamnionitis. Abstract from J Mol Med (Berl). 2018 Feb;96(2):147-157. doi: 10.1007/s00109-017-1609-2. [Curator's note: Please note that two separate Stemformatics datasets (6412, 6530) are associated with the relevant publication.]"	43	"preterm, term, preterm +Ecoli, term +Ecoli, preterm +Sepidermidis, term +Sepidermidis"	RNASeq (Illumina HiSeq 2000 RNASeq hg19 Gene)		Homo sapiens	0.2	RNASeq	"rgb(0,146,146)"	cross	Monocyte CD14+  neonatal	myeloid	Monocyte	neonatal	monocyte	Macrophage
GSM2717684;6412	6412	DeJong	GSM2717684	Term E.coli	Homo sapiens	Term E.coli	CL:0000576		monocyte			DeJong	"Escherichia coli and Staphylococcus epidermidis are predominant causes of neonatal sepsis, particularly affecting preterm infants. Susceptibility to infection has been attributed to “immature” innate monocyte defences, but no studies have assessed global transcriptional responses of neonatal monocytes to these pathogens. Here, we aimed to identify and characterise the neonatal monocyte transcriptional responses to E. coli and S. epidermidis and the role of common modifiers such as gestational age (GA) and exposure to chorioamnionitis (a common complication of preterm birth) to better understand early life innate immune responses. RNA-sequencing was performed on purified cord blood monocytes from very preterm (< 32 weeks GA) and term infants (37–40 weeks GA) following standardised challenge with live S. epidermidis or E. coli. The major transcriptional changes induced by either pathogen were highly conserved between infant groups and stimuli, highlighting a common extant neonatal monocyte response to infection, largely mediated by TLR/NF-κB/TREM-1 signalling. In addition, we observed an activated interferon-centred immune response specific to stimulation with E. coli in both preterm and term infants. These data provide novel insights into the functionality of neonatal monocytes at birth and highlight potential pathways that could be targeted to reduce the harmful effects of bacterial-induced inflammation in sepsis. E. coli and S. epidermidis elicit common transcriptional changes in cord monocytes. The common transcriptional response is mediated by TLR/NF-κB/TREM-1 signalling. IFN genes are differentially regulated by E. coli and S. epidermidis in monocytes. These responses are largely unaffected by GA or exposure to chorioamnionitis. Abstract from J Mol Med (Berl). 2018 Feb;96(2):147-157. doi: 10.1007/s00109-017-1609-2. [Curator's note: Please note that two separate Stemformatics datasets (6412, 6530) are associated with the relevant publication.]"	9	"Preterm E.coli, Preterm S.epi, Preterm unstimulated, Preterm Chorioamnionitis E.coli, Preterm Chorioamnionitis S.epi, Preterm Chorioamnionitis unstimulated, Term E.coli, Term S.epi, Term unstimulated"	RNASeq (Illumina HiSeq 2000 RNASeq hg19 Transcript)		Homo sapiens	0.2	RNASeq	"rgb(0,146,146)"	cross	Monocyte CD14+ E. coli 2h neonatal	myeloid	Monocyte	neonatal	monocyte	Macrophage
GSM2717685;6412	6412	DeJong	GSM2717685	Term S.epi	Homo sapiens	Term S.epi	CL:0000576		monocyte			DeJong	"Escherichia coli and Staphylococcus epidermidis are predominant causes of neonatal sepsis, particularly affecting preterm infants. Susceptibility to infection has been attributed to “immature” innate monocyte defences, but no studies have assessed global transcriptional responses of neonatal monocytes to these pathogens. Here, we aimed to identify and characterise the neonatal monocyte transcriptional responses to E. coli and S. epidermidis and the role of common modifiers such as gestational age (GA) and exposure to chorioamnionitis (a common complication of preterm birth) to better understand early life innate immune responses. RNA-sequencing was performed on purified cord blood monocytes from very preterm (< 32 weeks GA) and term infants (37–40 weeks GA) following standardised challenge with live S. epidermidis or E. coli. The major transcriptional changes induced by either pathogen were highly conserved between infant groups and stimuli, highlighting a common extant neonatal monocyte response to infection, largely mediated by TLR/NF-κB/TREM-1 signalling. In addition, we observed an activated interferon-centred immune response specific to stimulation with E. coli in both preterm and term infants. These data provide novel insights into the functionality of neonatal monocytes at birth and highlight potential pathways that could be targeted to reduce the harmful effects of bacterial-induced inflammation in sepsis. E. coli and S. epidermidis elicit common transcriptional changes in cord monocytes. The common transcriptional response is mediated by TLR/NF-κB/TREM-1 signalling. IFN genes are differentially regulated by E. coli and S. epidermidis in monocytes. These responses are largely unaffected by GA or exposure to chorioamnionitis. Abstract from J Mol Med (Berl). 2018 Feb;96(2):147-157. doi: 10.1007/s00109-017-1609-2. [Curator's note: Please note that two separate Stemformatics datasets (6412, 6530) are associated with the relevant publication.]"	9	"Preterm E.coli, Preterm S.epi, Preterm unstimulated, Preterm Chorioamnionitis E.coli, Preterm Chorioamnionitis S.epi, Preterm Chorioamnionitis unstimulated, Term E.coli, Term S.epi, Term unstimulated"	RNASeq (Illumina HiSeq 2000 RNASeq hg19 Transcript)		Homo sapiens	0.2	RNASeq	"rgb(0,146,146)"	cross	Monocyte CD14+ S. epidermidis 2h neonatal	myeloid	Monocyte	neonatal	monocyte	Macrophage
GSM2717686;6412	6412	DeJong	GSM2717686	Term unstimulated	Homo sapiens	Term unstimulated	CL:0000576		monocyte			DeJong	"Escherichia coli and Staphylococcus epidermidis are predominant causes of neonatal sepsis, particularly affecting preterm infants. Susceptibility to infection has been attributed to “immature” innate monocyte defences, but no studies have assessed global transcriptional responses of neonatal monocytes to these pathogens. Here, we aimed to identify and characterise the neonatal monocyte transcriptional responses to E. coli and S. epidermidis and the role of common modifiers such as gestational age (GA) and exposure to chorioamnionitis (a common complication of preterm birth) to better understand early life innate immune responses. RNA-sequencing was performed on purified cord blood monocytes from very preterm (< 32 weeks GA) and term infants (37–40 weeks GA) following standardised challenge with live S. epidermidis or E. coli. The major transcriptional changes induced by either pathogen were highly conserved between infant groups and stimuli, highlighting a common extant neonatal monocyte response to infection, largely mediated by TLR/NF-κB/TREM-1 signalling. In addition, we observed an activated interferon-centred immune response specific to stimulation with E. coli in both preterm and term infants. These data provide novel insights into the functionality of neonatal monocytes at birth and highlight potential pathways that could be targeted to reduce the harmful effects of bacterial-induced inflammation in sepsis. E. coli and S. epidermidis elicit common transcriptional changes in cord monocytes. The common transcriptional response is mediated by TLR/NF-κB/TREM-1 signalling. IFN genes are differentially regulated by E. coli and S. epidermidis in monocytes. These responses are largely unaffected by GA or exposure to chorioamnionitis. Abstract from J Mol Med (Berl). 2018 Feb;96(2):147-157. doi: 10.1007/s00109-017-1609-2. [Curator's note: Please note that two separate Stemformatics datasets (6412, 6530) are associated with the relevant publication.]"	9	"Preterm E.coli, Preterm S.epi, Preterm unstimulated, Preterm Chorioamnionitis E.coli, Preterm Chorioamnionitis S.epi, Preterm Chorioamnionitis unstimulated, Term E.coli, Term S.epi, Term unstimulated"	RNASeq (Illumina HiSeq 2000 RNASeq hg19 Transcript)		Homo sapiens	0.2	RNASeq	"rgb(0,146,146)"	cross	Monocyte CD14+  neonatal	myeloid	Monocyte	neonatal	monocyte	Macrophage
GSM2717687;6412	6412	DeJong	GSM2717687	Preterm E.coli	Homo sapiens	Preterm E.coli	CL:0000576		monocyte			DeJong	"Escherichia coli and Staphylococcus epidermidis are predominant causes of neonatal sepsis, particularly affecting preterm infants. Susceptibility to infection has been attributed to “immature” innate monocyte defences, but no studies have assessed global transcriptional responses of neonatal monocytes to these pathogens. Here, we aimed to identify and characterise the neonatal monocyte transcriptional responses to E. coli and S. epidermidis and the role of common modifiers such as gestational age (GA) and exposure to chorioamnionitis (a common complication of preterm birth) to better understand early life innate immune responses. RNA-sequencing was performed on purified cord blood monocytes from very preterm (< 32 weeks GA) and term infants (37–40 weeks GA) following standardised challenge with live S. epidermidis or E. coli. The major transcriptional changes induced by either pathogen were highly conserved between infant groups and stimuli, highlighting a common extant neonatal monocyte response to infection, largely mediated by TLR/NF-κB/TREM-1 signalling. In addition, we observed an activated interferon-centred immune response specific to stimulation with E. coli in both preterm and term infants. These data provide novel insights into the functionality of neonatal monocytes at birth and highlight potential pathways that could be targeted to reduce the harmful effects of bacterial-induced inflammation in sepsis. E. coli and S. epidermidis elicit common transcriptional changes in cord monocytes. The common transcriptional response is mediated by TLR/NF-κB/TREM-1 signalling. IFN genes are differentially regulated by E. coli and S. epidermidis in monocytes. These responses are largely unaffected by GA or exposure to chorioamnionitis. Abstract from J Mol Med (Berl). 2018 Feb;96(2):147-157. doi: 10.1007/s00109-017-1609-2. [Curator's note: Please note that two separate Stemformatics datasets (6412, 6530) are associated with the relevant publication.]"	9	"Preterm E.coli, Preterm S.epi, Preterm unstimulated, Preterm Chorioamnionitis E.coli, Preterm Chorioamnionitis S.epi, Preterm Chorioamnionitis unstimulated, Term E.coli, Term S.epi, Term unstimulated"	RNASeq (Illumina HiSeq 2000 RNASeq hg19 Transcript)		Homo sapiens	0.2	RNASeq	"rgb(0,146,146)"	cross	Monocyte CD14+ E. coli 2h neonatal	myeloid	Monocyte	neonatal	monocyte	Macrophage
